stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
86,0.5,1.0,96.5327052000066,,96.51680450000276,96.5327052000066,97.03276519999781,97.01611430000048,97.01611430000048,97.31597930000862,97.60001720000582,right,1.0,0,0,0.5663647000037599,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
87,0.5,1.5,97.61599340000248,,97.60030960000586,97.61599340000248,98.11591310000222,98.09954180000932,98.09954180000932,98.39915769999789,98.69981600000756,right,1.5,1,1,0.5894590000098106,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
88,0.5,1.5,98.71591759999865,,98.70002329999988,98.71591759999865,99.21552120000706,99.19894420000492,99.19894420000492,99.49898669999675,100.83334199999808,left,-1.5,0,0,1.6219224000087706,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
89,0.5,2.0,100.84923210000852,,100.83363609999651,100.84923210000852,101.34934480000811,101.34934480000811,101.34934480000811,101.64914280000085,101.9496397000039,left,-2.0,0,0,0.5884536999947159,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
90,0.5,2.5,101.96576790000836,,101.94992670000647,101.96576790000836,102.4657009000075,102.44925800000783,102.44925800000783,102.74900300000445,104.1158473000105,left,-2.5,1,1,1.6529231000022264,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
91,0.5,2.5,104.13228890000028,,104.11602210000274,104.13228890000028,104.6325252000097,104.61544760000834,104.61544760000834,104.91532670000743,105.19962870000745,right,2.5,1,1,0.5750266999966698,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
92,0.5,2.5,105.21565290000581,,105.19989760000317,105.21565290000581,105.71560419999878,105.69903960000374,105.69903960000374,105.9990140000009,106.11627220000082,left,-2.5,1,1,0.4102188999968348,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
93,0.5,2.0,106.13199780001014,,106.11666749999858,106.13199780001014,106.63227030000417,106.61563630000455,106.61563630000455,106.91548100000364,107.09982930000115,right,2.0,1,1,0.47999319998780265,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
94,0.5,2.0,107.11549110000487,,107.1000958000077,107.11549110000487,107.61570730000676,107.61570730000676,107.61570730000676,107.91520860001037,108.14924430000247,right,2.0,1,1,0.5318640000041341,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
95,0.5,2.0,108.16528030000336,,108.1494864999986,108.16528030000336,108.66526870000234,108.64889989999938,108.64889989999938,108.94876189999923,109.19935460000124,right,2.0,1,1,0.5396745000034571,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
96,0.5,1.5,109.21538770000916,,109.1996564000001,109.21538770000916,109.71549980000418,109.69891750000534,109.69891750000534,109.99836949999735,110.41587060000165,left,-1.5,1,1,0.7022293999907561,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
97,0.5,1.5,110.43210810000892,,110.41610080000828,110.43210810000892,110.9320599000057,110.91539989999728,110.91539989999728,111.21508750000794,111.69883020000998,left,-1.5,1,1,0.7739982999919448,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
98,0.5,1.5,111.7152502000099,,111.69901430000027,111.7152502000099,112.2153346999985,112.19859850000648,112.19859850000648,112.498445300007,112.76558730000397,right,1.5,1,1,0.5630411000020104,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
99,0.5,1.0,112.7818077999982,,112.76583960000426,112.7818077999982,113.28207549999934,113.26536440000928,113.26536440000928,113.56517440000607,113.94879629999923,right,1.0,1,1,0.6744794999976875,1,001,2025-09-03_11h47.19.107,adaptive__staircase,,2025.1.1,59.988974028165956,2025-09-03 11h47.29.033249 +0530,
